,title,rating,body,date,country
416,My granddaughter is out of the world about this gift. She loves it ❤️,"4,0","This was a gift for my granddaughter, she was over the world about her gift. She totally loves it ❤️",27 december 2021,Canada
417,Worth the money!!!! Very impressed!,"5,0","I love this little Divoom Ditoo. I purchased this for my 12 yr old daughter for Christmas and this did NOT disappoint. The sound is clear, the bass is amazing, and the other features are awesome. She ",27 december 2021,de Verenigde Staten
418,Amazing,"5,0",Great quality kids have so much fun,27 december 2021,Australië
419,My grandson was very very happy with the Christmas gift I chose.,"5,0",I am glad I chose a gift for my grandson that he actually was wide eyed over seeing it.. I hate giving money and gift cards.. This was a great gift.,26 december 2021,de Verenigde Staten
420,altavoz bluetooth con pantalla pixel art,"5,0","Una autentica maravilla, su función principal es de altavoz pero tiene mucho juego con el pixel art a través de su app con un teclado mecánico RGB para interactuar con el software.",26 december 2021,Spanje
421,Kawaii AF,"5,0","It’s a pretty loud speaker. If you download the app, you could add pixel pictures",26 december 2021,de Verenigde Staten
422,Pleasantly surprised,"5,0","I was genuinely shocked on how good the speaker quality is, also the amount of different displays you can show makes it even more fun and enjoyable",25 december 2021,de Verenigde Staten
423,Daughter loved it,"5,0",Great sound quality and the bass is good. The battery life is great.,25 december 2021,de Verenigde Staten
424,Love it,"5,0",,25 december 2021,de Verenigde Staten
425,Good,"5,0",good music,25 december 2021,de Verenigde Staten
426,Great gift,"5,0",Amazing… my daughter is so happy.,25 december 2021,de Verenigde Staten
427,fantastic,"5,0",Sound was fantasticworked like a charmonly negative aspect was that it was way smaller than I thought as compared to the picture,25 december 2021,de Verenigde Staten
428,SOOOO CUTE,"5,0",Possibly the cutest thing ever. my daughter loves it and I feel it's really worth the £51 I payed but I see it's gone up to £80 which I do think is a tad expensive. The little buttons make the cutest ,25 december 2021,het Verenigd Koninkrijk
429,Es muuuy chulo. Se escucha muy bien.,"5,0",Como regalo freaky esta genial.,19 december 2021,Spanje
430,Bellissimo prodotto!!!,"5,0","Mi è piaciuto molto. Penso che lo utilizzerò giornalmente sulla mia scrivania da gamer girl 😁 Qualità del suono, ecc. funzionano alla grande, specialmente quando tipo voglio ascoltarmi della musica da",18 december 2021,Italië
431,Not enough functional features,"3,0",From reviews and the listing I got the understanding it along with the app had a lot more features than it does. I don't know what happened but I think the speaker they are shipping out is a different,17 december 2021,Duitsland
432,"Hübsch, cool und sogar Laut","5,0",,16 december 2021,Duitsland
433,"No charging cable, and replacement had pixel problem","2,0",I was so excited to receive this!!! But then the disappointment came when I saw it didn’t have the charging cable! I reached out to Amazon and I did a return/replacement… but i was sad to see that the,14 december 2021,de Verenigde Staten
434,Like a dream!,"4,0","My mom sneakily bought this for my birthday and it's honestly awesome. It takes a little figuring out as the manual isn't very informative, but as soon as you get the app then everything is smooth sai",11 december 2021,Duitsland
435,It’s perfect,"5,0",,10 december 2021,de Verenigde Staten
436,Regalo stupendo,"5,0","Bellissimo il design, ottimo il suono, sgupendi i giochi. Tutto come riportato in descrizione, nessuna sorpresa. È un gioiellino. Consigliatissimo!",9 december 2021,Italië
437,Me encantaaaa,"5,0",Es hermoso me encanta.,9 december 2021,Spanje
438,K,"4,0",Me a gustado mucho este producto lo recomiendo un montón tiene varias funciones lo que me disgusto un poco son los juegos que trae no es nada cómodo ni divertido jugarlos pero por el resto genial,6 december 2021,Spanje
439,Broke after using it twice.,"1,0",I literally bought this in the end of april and i used it probably twice and tried to use it for the third time today and it didn’t turn on. Spent too much money and can’t even contact amazon for supp,5 december 2021,de Verenigde Staten
440,so cutee!,"5,0","i love this so much it’s so cute and small u can also connect music to it, u can make music off the app you can play games, colour, customise, put an alarm, timer and it’s so fun to use!!! total worth",5 december 2021,het Verenigd Koninkrijk
441,I really love this!,"5,0",Worth the money for sure! It’s really customisable and cute! I love the sound quality and it’s got some funky alarm tones! The perfect bedside companion that’s also portable for the house!,4 december 2021,het Verenigd Koninkrijk
442,Excellent quality speaker and PA,"5,0","I adore mine. YouTube some reviews of it , it’s a lot of fun and I think it’s worth what I paid 👍🏻👍🏻",4 december 2021,het Verenigd Koninkrijk
443,Very good speaker!,"5,0",Very good product!! Sounds super good and it’s very cute! Very happy with it,2 december 2021,Zweden
444,"Bonito, poco mas","3,0","Pagas que la pantalla tenga leds y la estética de ordenador, pero la calidad del audio es muchísimo mas que cuestionable para el precio.Robusto es, solo por el peso se ve que es de calidad, pero fuera",1 december 2021,Spanje
445,Amazing speaker for size and price,"5,0","This speaker is incredible. Love the look of it and love the mechanical keyboard. It has a very strong sound for a smaller speaker, and the pixel images on it are incredible. This is more than a speak",1 december 2021,Australië
446,Divoom Ditoo,"5,0","My Neice Loves it, the sound, battery life & bass quality is great, she uses it daily.",28 november 2021,de Verenigde Staten
447,Love it,"5,0",My child loves it and so do I actually! great sound,25 november 2021,Canada
448,"Funky Gadget, I love it!","5,0",,24 november 2021,het Verenigd Koninkrijk
449,Es PERFECTO !!,"5,0","La perfección ! Viene estupendo, no e escuchado mejor altavoz y los pixel son geniales 😍!!!! estoy ENCANTADA VOLVERÍA A COMPRAR SIN DUDA !",23 november 2021,Spanje
450,ottimo,"5,0",è adorabile *-* mi fa molto in compagnia per la mia camera. Consigliato!,22 november 2021,Italië
451,Perfect for my desk!,"5,0",The sound quality is shockingly good. Very aesthetic and customizable. Love the games and different light options.,18 november 2021,de Verenigde Staten
452,This is great,"5,0",,16 november 2021,de Verenigde Staten
453,The battery run out too quickly and we charge it three times a day but still dies.,"1,0","We like this item very much but it’s very disappointed, the battery life keeps dying and we have to charge it everyday. We usually have to charge it three times a day but still runs out of battery eve",16 november 2021,het Verenigd Koninkrijk
454,Diseño,"5,0","¡Ya sabía lo que estaba comprando así que encantado! No tendrá el mejor altavoz pero creo que, en este caso, es lo de menos porque prima el diseño y la interfaz. Hay mil opciones con mejor relación ca",12 november 2021,Spanje
455,Better quality than I expected. My kid loves this thing!!!,"5,0","Works great, vibrant colors",11 november 2021,de Verenigde Staten
456,Amazing,"5,0",It’s very nice and awesome with my gaming setup also the volume so perfect,11 november 2021,de Verenigde Staten
457,Just received mine today,"5,0","I am very happy with the purchase . Thank you for the stickers, the charging cable, and the case. All is wonderful. Hopefully it lasts me forever .",10 november 2021,de Verenigde Staten
458,pretty swag it works worth every penny tbh,"5,0",,5 november 2021,de Verenigde Staten
459,"Tiny Speaker, Large Sound","5,0","I was so sure this was going to be one of those purchases I regretted, but I have to say the opposite has occurred. This is one of the best things I've purchased in recent history!My Ditoo is tiny, bu",4 november 2021,Australië
460,Love it,"5,0",Absolutely amazing,3 november 2021,het Verenigd Koninkrijk
461,tiny but expensive,"5,0",Came in cute packaging isnt worth the price but is hella cute and works amazing :),22 oktober 2021,de Verenigde Staten
462,Divertente e simpatico,"5,0","Ditoo costa parecchio, ma quando finalmente lo si riceve si capisce perchè.Materiali e fattura ottimi a partire dal packaging.Ditoo infatti si presenta come una borsina di carta modello shopper decora",21 oktober 2021,Italië
463,Kinda useless must have joy box,"5,0",If you’re expecting a lot from it you will be disappointed. It’s cute af and that’s what you’re paying for. The speaker is LOUD which was a pleasant surprise. But I bought this to have a never ending ,21 oktober 2021,de Verenigde Staten
464,Very cute,"5,0",Was totally an impulse buy but it makes me very happy. I keep it plugged in by my bedside and I like changing the face to match my mood,19 oktober 2021,de Verenigde Staten
465,Awesome speaker!,"4,0",Love the sound quality and the little features of it are super cute! However it’s a little confusing to navigate and I had to look up tutorials . Overall a great product! Amazing quality,15 oktober 2021,de Verenigde Staten
466,Awesome,"5,0",I would recommend this product to anyone excellent quality product.,14 oktober 2021,de Verenigde Staten
467,Für mich und als Geschenk ❤️,"5,0",Für einen Gamer Nerd wie mich ein süßer kleiner Traum 😊Für meinen Freund habe ich ebenfalls einen kleinen bestellt und er liebt ihn ebenso sehr wie ich ❤️,10 oktober 2021,Duitsland
468,REALLLY CUTE!,"5,0","I love this speaker, it's cute and matches my desk the sound quality is also pretty good",3 oktober 2021,de Verenigde Staten
469,"Fun, good quality speaker","5,0",The pixel art is cute and there are numerous customization options. The sound quality of the speaker is good and all together it is a fun little gadget one can adjust to ones liking.,1 oktober 2021,Duitsland
470,Didn’t work after day 2,"1,0",So I just got mine… and I plugged it in but it still doesn’t want to work….. more like it won’t turn on…. Very upsetting,29 september 2021,de Verenigde Staten
471,Klang Okay Preis eindeutig etwas zu hoch da Qualität nicht so hochwertig ist wie anfangs vermutet.,"3,0",Der Lautsprecher klingt wirklich vernünftig für seine Größe .Der Bildschirm macht richtig Spass und man kann seine eigenen Animationen recht einfach erstellen oder einfach fertige kostenlose Animation,27 september 2021,Duitsland
472,Perfecto,"5,0",Perfectamente empacado con bolsa de Divoom y stickers. Lo compré hace más de un mes y el sonido y la calidad es muy buena como bocina de escritorio y entretenimiento con su pantalla de pixeles.,27 september 2021,Mexico
